new number,speaker,content
118,S.K.,"Yes i think that MgCl2 can still conduct electricity, as it is aqeous solution which have mobile ions juz like HCl. Yet this make the cell less efficient, as some of the Mg are lost to react with HCl then it has less electron to give away. Also, as Cu is less reactive than Mg, so i think that Cu will not affect the solution."
119,C.W.,"As we have learnt before, the electrical conductivity of a strong acid is always better than a weak acid. And I guess which kind of fruits are used would not affect the voltage much, what affect is which metal couple you used in the experiment."
120,V.N.,"How about potatoes? If I haven't remembered wrong, the ""potatoes' groups"" got a higher max voltage among all. But potatoes certainly do not have a low pH...."
121,S.K.,"Combining the ideas of others, aqueoues solutions can also conduct electricity. And potatoes contain that instead of acid, but it still can obtain the highest max voltage. Then how can we compare the conductivity between the aqueous solutions and acids instead of just strong and weak acid?"
122,K.W.,I need to understand I want to ask will the angle of insertion of the electrode affect the voltage reading? 
123,C.W.,"when the zinc strip losses its ions to form zinc ions, the ions can pass through the porous pot. At the same time, the sulphate ions of the zinc sulphate solution can also pass through the porous pot. The use of the porous pot is to act as a media to let the ions in and out and balance the charges of the solution."
124,S.K.,"My Theory Is that this shows that this kind of chemical cell is not useful. Because it ""dies"" so easily, and it cannot keep a constant voltage over discharge. Is this correct?"
125,H.N.,I need to understand what is redox reaction? Is it a kind of displacement reaction? 
126,i.l.,"My Theory You mean the size of fruit, isn't it ? I agree with you that it cannot be too small, the two electrode need to have a optminum separation. If the two electrode are too close, voltage may drop. I need to understand How do you understand the size of electrode influencing the voltage too ? "
127,i.l.,New information Thel electric eel is a battery of specialized fuel cell contained within a living system. How is it possible for an eel to produce an average voltage of over 300 V (larger than the HK mains supply) along the 1 m length of its body ? 
128,R.Y.,I need to understand why we need to use fresh potato R.Y. in a potato cell? i.l.
129,C.T.,"New information If we use chlorine bleaches with wool, nylon or silk, it damages the clothing. Chlorine bleaches are only suitable for cotton and flax products as they will not be oxidized by chlorine bleaches. Working principle Bleaches contain hydrochloric acid molecules which oxidizes the organic substance such as lycopene (â÷çgëf) on clothes to colourless organic substance, and the Hydrochloric acid is reduced to chlorine ions. Chemical equation C40H56+OCl-(aq) Å® Cl-(aq)+colourless organic substance Working principle Proteins in wool, silk and nylon can be oxidized by chlorine bleaches. Instead, we could use chlorine dioxide(ClO2) or sodium chlorate (NaClO3) which have smaller oxidizing power"
130,C.T.,"New information Whcih redox reactions is used to thrust rockets? Reaction A: N2H4(g) + 2H2O2(g) Å® N2(g) + 4H2O(g) Reaction B: 2H2(g) + O2(g) Å® 2H2O(g) Answer: A. Reactions used to propel rockets need to produce large volumes of gas. In reation A, 1 mole of N2H4(g) and 2 moles of H2O2(g) become 1 mole of N2(g) and 4 moles of H2O(g) (3 moles reactant become 5 moles product) In reation B, 2 moles of H2(g) and 1 mole of O2(g) becomes 2 moles of H2O(g) (3 moles reactant become 2 moles product) As the volume of gas increased after reaction, the rocket can expel more gas by taking lesser fuel. (3 become 5)"
131,A.L.,"however, it's rare to see darkening of copper metal in our daily life. Maybe it depends on the amount of Hydrogen provided?"
132,A.L.,"i think different types of food will affect the life-time of the cell provided that the electrode is not the limiting agent. If there's not enough H+ in the fruit, electron flow will be hindered. and i remember the more acidic the substance is, the higher the voltage,right?"
133,A.L.,"i remember someone told me add salt/sugar solution to the apple to prevent browning of apples. The theory behind is : As water is necessary for browning of apples , we can place the apple in concentrated solution so that osmotic reaction occur (like what we have learnt in bio). Water are removed, the chance of apple browning lowered. "
134,V.N.,New information The equation of manufacturing chlorine bleach: Chlorine + Sodium Hydroxide <---> Sodium Chloride + sodium hypochlorite + water My Theory The manufacturing of chlorine bleach is also a redox reaction
135,A.L.,"nowadays, people stored Hydrogen and oxygen in liquid form so that more fuel can be carried in a lower capacity"
136,A.L.,"To make the silver shine again, we have to turn silver sulphide back to silver. Thus we have to know what can be use to remove sulphide.i bet all of you have heard of êÙã‚êÖ before.(though i am not so sure whether the following êÙã‚êÖ or not ) Here is a site where one method with full explanations are provided. http://scifun.chem.wisc.edu/HOMEEXPTS/TARNISH.html However, i am not so sure about the role of baking soda. "
